age,ast_per_poss,blk_per_poss,def_rtg,drb_per_poss,fg2_pct,fg2_per_poss,fg2a_per_poss,fg3_pct,fg3_per_poss,fg3a_per_poss,fg_pct,fg_per_poss,fga_per_poss,ft_pct,ft_per_poss,fta_per_poss,g,gs,lg_id,mp,name,off_rtg,orb_per_poss,pf_per_poss,pid,pos,pts_per_poss,season,stl_per_poss,team_id,tov_per_poss,trb_per_poss
21,5.0,1.0,103,14.1,.727,8.0,11.1,.000,0.0,1.0,.667,8.0,12.1,.600,3.0,5.0,7,0,NBA,50,Ivan Rabb,93,3.0,8.0,2129,PF,19.1,2018-19,1.0,MEM,8.0,17.1
23,5.6,0.3,113,4.3,.471,4.0,8.5,.340,2.7,7.8,.408,6.6,16.3,.953,6.8,7.1,26,0,NBA,299,Chasson Randle,115,1.0,6.5,2130,PG,22.8,2016-17,1.5,TOT,3.2,5.3
23,4.0,0.7,111,3.3,.545,4.0,7.2,.400,4.0,9.9,.462,7.9,17.1,1.000,7.9,7.9,8,0,NBA,74,Chasson Randle,130,0.0,7.2,2130,PG,27.7,2016-17,2.0,PHI,2.0,3.3
23,6.2,0.2,114,4.7,.450,4.0,8.9,.313,2.2,7.1,.389,6.2,16.0,.935,6.4,6.9,18,0,NBA,225,Chasson Randle,110,1.3,6.2,2130,PG,21.1,2016-17,1.3,NYK,3.6,6.0
29,8.7,0.2,107,2.9,.354,4.4,12.4,.308,0.6,2.0,.347,5.0,14.3,.636,2.1,3.3,28,0,NBA,357,Walker Russell,82,1.1,4.4,2128,PG,12.7,2011-12,2.7,DET,5.0,3.9
22,7.8,0.1,110,3.2,.392,3.9,9.9,.111,0.1,1.1,.364,4.0,11.0,.810,2.8,3.5,68,1,NBA,757,Walker Russell,81,1.1,4.3,2127,PG,11.0,1982-83,1.0,DET,5.5,4.4
23,8.5,0.0,109,5.1,.325,5.1,15.5,.500,0.4,0.8,.333,5.4,16.3,.923,4.7,5.1,16,0,NBA,119,Walker Russell,99,2.3,9.7,2127,PG,15.9,1983-84,1.6,DET,3.5,7.4
24,8.4,0.5,108,4.1,.532,4.2,7.9,1.000,0.1,0.1,.540,4.3,8.0,.824,1.8,2.2,21,2,NBA,377,Walker Russell,94,1.0,4.7,2127,PG,10.6,1984-85,2.2,ATL,5.1,5.1
25,23.0,0.0,116,0.0,.000,0.0,23.0,,0.0,0.0,.000,0.0,23.0,,0.0,0.0,1,0,NBA,2,Walker Russell,52,0.0,0.0,2127,PG,0.0,1985-86,0.0,DET,0.0,0.0
26,12.3,0.5,108,3.5,.416,5.9,14.2,.125,0.2,1.5,.388,6.1,15.7,.730,2.6,3.5,48,0,NBA,511,Walker Russell,88,1.7,5.9,2127,PG,14.9,1986-87,1.9,IND,5.7,5.2
27,48.8,0.0,114,0.0,,0.0,0.0,.000,0.0,48.8,.000,0.0,48.8,,0.0,0.0,1,0,NBA,1,Walker Russell,53,0.0,0.0,2127,PG,0.0,1987-88,0.0,DET,0.0,0.0
29,3.3,0.3,102,3.6,,,,,,,.482,12.6,26.2,.835,3.6,4.3,82,,NBA,2574,Cazzie Russell,,2.4,3.3,2123,SF,28.8,1973-74,0.9,GSW,,6.0
30,4.7,0.1,104,3.5,,,,,,,.455,11.3,24.8,.894,4.3,4.8,40,,NBA,1055,Cazzie Russell,,1.5,2.4,2123,SF,26.9,1974-75,1.2,LAL,,4.9
31,3.3,0.1,102,3.6,,,,,,,.463,10.1,21.9,.892,3.6,4.0,74,,NBA,1625,Cazzie Russell,,1.4,3.3,2123,SF,23.9,1975-76,1.4,LAL,,5.0
32,3.7,0.1,102,3.7,,,,,,,.490,10.3,20.9,.858,3.3,3.9,82,,NBA,2583,Cazzie Russell,,1.5,2.9,2123,SF,23.9,1976-77,1.5,LAL,,5.2
33,3.7,0.2,106,3.1,,,,,,,.438,8.0,18.2,.860,2.9,3.4,36,,NBA,789,Cazzie Russell,102,1.9,3.8,2123,SF,18.9,1977-78,1.1,CHI,2.1,5.0
23,2.9,0.2,98,6.9,.411,9.5,23.1,,,,.411,9.5,23.1,.752,7.9,10.5,68,,NBA,754,Campy Russell,,2.7,6.3,2122,SF,26.9,1974-75,1.3,CLE,,9.6
24,2.6,0.2,98,5.1,.482,11.6,24.2,,,,.482,11.6,24.2,.773,6.4,8.3,82,,NBA,1961,Campy Russell,,3.2,5.6,2122,SF,29.7,1975-76,1.7,CLE,,8.3
25,4.2,0.5,99,6.2,.434,9.8,22.5,,,,.434,9.8,22.5,.778,6.5,8.3,70,,NBA,2109,Campy Russell,,3.2,4.4,2122,SF,26.0,1976-77,1.6,CLE,,9.4
26,5.1,0.2,101,5.6,.448,9.6,21.5,,,,.448,9.6,21.5,.751,6.5,8.6,72,,NBA,2520,Campy Russell,103,2.8,3.6,2122,SF,25.7,1977-78,1.6,CLE,3.8,8.4
27,5.7,0.4,108,5.8,.476,9.9,20.7,,,,.476,9.9,20.7,.797,6.8,8.6,74,,NBA,2859,Campy Russell,107,2.4,3.6,2122,SF,26.5,1978-79,1.6,CLE,4.2,8.2
28,5.9,0.7,105,5.1,.456,9.7,21.2,.111,0.0,0.3,.451,9.7,21.5,.745,6.1,8.2,41,,NBA,1331,Campy Russell,99,2.6,3.9,2122,SF,25.5,1979-80,2.5,CLE,5.1,7.7
29,4.3,0.1,107,4.0,.468,8.3,17.7,.308,0.1,0.4,.464,8.4,18.2,.781,4.4,5.7,79,,NBA,2865,Campy Russell,102,1.8,4.1,2122,SF,21.4,1980-81,1.6,NYK,3.5,5.9
30,5.8,0.2,111,3.1,.481,7.9,16.4,.439,0.5,1.2,.478,8.4,17.6,.776,4.7,6.0,77,63,NBA,2358,Campy Russell,105,1.8,4.5,2122,SF,22.0,1981-82,1.6,NYK,4.0,4.8
33,5.9,0.0,110,9.8,.333,3.9,11.8,.000,0.0,2.0,.286,3.9,13.7,.667,3.9,5.9,3,0,NBA,24,Campy Russell,56,0.0,5.9,2122,SF,11.8,1984-85,0.0,CLE,9.8,9.8
23,2.5,0.9,102,5.5,.518,6.1,11.8,.091,0.1,1.0,.484,6.2,12.8,.614,2.9,4.6,67,48,NBA,1121,Bryon Russell,101,2.8,6.3,2121,SF,15.4,1993-94,3.1,UTA,2.5,8.3
24,2.0,0.7,105,5.8,.469,5.5,11.7,.295,0.8,2.7,.437,6.3,14.3,.667,3.7,5.6,63,15,NBA,860,Bryon Russell,101,2.7,6.1,2121,SF,17.1,1994-95,2.9,UTA,2.5,8.5
25,2.7,0.7,105,5.7,.412,3.9,9.4,.350,1.3,3.7,.394,5.2,13.1,.716,4.4,6.2,59,9,NBA,577,Bryon Russell,99,2.6,6.1,2121,SF,16.1,1995-96,2.7,UTA,3.3,8.3
26,2.6,0.6,104,5.3,.531,4.0,7.5,.409,2.3,5.6,.479,6.3,13.1,.701,3.6,5.2,81,81,NBA,2525,Bryon Russell,116,1.7,5.0,2121,SF,18.4,1996-97,2.7,UTA,2.0,7.0
27,2.5,0.8,105,6.0,.492,3.7,7.5,.341,1.8,5.2,.430,5.5,12.7,.766,5.2,6.7,82,7,NBA,2219,Bryon Russell,116,1.9,5.6,2121,SF,17.9,1997-98,2.2,UTA,2.0,7.9
28,2.3,0.5,99,6.3,.514,5.1,10.0,.354,1.6,4.6,.464,6.8,14.6,.795,4.2,5.3,50,50,NBA,1770,Bryon Russell,111,2.0,4.8,2121,SF,19.4,1998-99,2.4,UTA,2.4,8.3
29,2.9,0.4,102,6.1,.467,5.6,11.9,.396,2.0,4.9,.446,7.5,16.9,.750,4.4,5.8,82,70,NBA,2900,Bryon Russell,112,1.8,4.7,2121,SF,21.4,1999-00,2.4,UTA,1.9,7.9
30,3.5,0.4,104,5.1,.453,4.6,10.2,.413,2.1,5.0,.440,6.7,15.1,.779,4.8,6.2,78,46,NBA,2473,Bryon Russell,112,2.0,5.0,2121,SF,20.2,2000-01,2.1,UTA,2.4,7.1
31,3.6,0.5,107,5.7,.405,3.9,9.5,.341,2.0,6.0,.380,5.9,15.5,.821,3.1,3.7,66,40,NBA,1998,Bryon Russell,100,2.1,5.5,2121,SG,16.9,2001-02,1.7,UTA,2.9,7.9
32,2.8,0.3,103,6.5,.373,2.4,6.5,.329,1.8,5.5,.353,4.2,12.0,.768,2.1,2.7,70,23,NBA,1388,Bryon Russell,95,1.7,5.1,2121,SF,12.4,2002-03,2.7,WAS,2.2,8.2
33,3.9,0.7,102,6.3,.417,3.0,7.3,.384,2.4,6.2,.402,5.4,13.4,.769,2.8,3.6,72,1,NBA,945,Bryon Russell,108,1.8,6.1,2121,SF,15.9,2003-04,1.8,LAL,2.0,8.0
34,3.6,0.6,104,6.1,.379,2.0,5.2,.376,2.8,7.5,.377,4.8,12.6,.792,3.1,3.9,70,2,NBA,1026,Bryon Russell,113,2.5,6.5,2121,SF,15.4,2004-05,2.2,DEN,1.8,8.6
35,17.0,0.0,103,17.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,1,0,NBA,3,Bryon Russell,211,0.0,0.0,2121,SF,0.0,2005-06,0.0,DEN,0.0,17.0
27,5.1,3.4,111,5.1,.333,5.1,15.4,,0.0,0.0,.333,5.1,15.4,.400,3.4,8.6,7,0,NBA,30,Stefano Rusconi,78,5.1,17.2,2118,PF,13.7,1995-96,0.0,PHO,5.1,10.3
22,4.0,0.7,110,4.0,.438,4.6,10.5,.279,1.1,4.0,.393,5.7,14.5,.696,1.0,1.4,76,0,NBA,872,Kareem Rush,85,1.5,4.2,2119,PG,13.5,2002-03,0.6,LAL,3.7,5.6
23,2.5,0.8,105,3.2,.483,5.9,12.3,.348,2.0,5.8,.440,7.9,18.1,.596,1.3,2.2,72,15,NBA,1244,Kareem Rush,98,0.8,4.6,2119,SG,19.2,2003-04,1.4,LAL,2.0,4.1
24,3.7,0.4,112,3.7,.394,5.7,14.5,.372,2.7,7.4,.387,8.4,21.9,.771,2.0,2.6,48,22,NBA,968,Kareem Rush,96,1.1,4.0,2119,SG,21.6,2004-05,1.1,TOT,2.5,4.8
24,1.7,0.6,114,4.1,.200,1.2,5.8,.200,1.2,5.8,.200,2.3,11.6,1.000,1.2,1.2,14,0,NBA,91,Kareem Rush,70,1.7,4.1,2119,SG,7.0,2004-05,1.2,LAL,1.7,5.8
24,3.9,0.4,112,3.7,.402,6.2,15.4,.386,2.9,7.5,.396,9.1,22.9,.761,2.1,2.7,34,22,NBA,877,Kareem Rush,97,1.0,4.0,2119,SG,23.1,2004-05,1.1,CHA,2.6,4.7
25,2.3,0.6,109,3.9,.407,5.7,14.1,.348,2.6,7.6,.386,8.4,21.7,.714,2.5,3.6,47,25,NBA,1111,Kareem Rush,91,0.8,3.7,2119,SG,21.9,2005-06,1.8,CHA,3.0,4.8
27,2.9,0.6,110,4.9,.410,4.1,10.0,.389,3.3,8.6,.401,7.4,18.6,.714,1.0,1.4,71,15,NBA,1504,Kareem Rush,98,0.6,3.5,2119,SG,19.2,2007-08,1.4,IND,2.0,5.5
28,4.0,0.3,111,4.0,.400,2.7,6.7,.303,2.7,8.8,.345,5.4,15.6,1.000,1.1,1.1,25,1,NBA,199,Kareem Rush,92,0.0,2.7,2119,SG,14.5,2008-09,1.3,PHI,2.7,4.0
29,3.6,2.7,109,4.5,.375,2.7,7.2,.333,0.9,2.7,.364,3.6,9.8,,0.0,0.0,7,0,NBA,58,Kareem Rush,80,0.9,7.2,2119,SG,8.0,2009-10,1.8,LAC,2.7,5.4
29,4.0,0.9,101,5.1,,,,,,,.396,6.5,16.4,.739,2.9,3.9,26,,NBA,540,Bob Rule,,3.7,6.1,2116,C,15.9,1973-74,1.0,CLE,,8.8
30,8.5,0.0,106,0.0,,,,,,,.000,0.0,4.3,,0.0,0.0,1,,NBA,11,Bob Rule,,0.0,8.5,2116,C,0.0,1974-75,0.0,MIL,,0.0
25,0.0,0.8,102,5.9,.407,9.3,22.8,,,,.407,9.3,22.8,.615,6.7,11.0,20,,NBA,51,Paul Ruffner,,3.4,8.4,2113,C,25.3,1973-74,0.8,BUF,,9.3
26,3.0,1.3,100,4.3,.468,9.5,20.3,,,,.468,9.5,20.3,.200,0.4,2.2,22,,NBA,103,Paul Ruffner,,5.2,9.5,2113,C,19.5,1974-75,1.3,BUF,,9.5
27,0.0,0.0,101,18.2,.667,18.2,27.3,,0.0,0.0,.667,18.2,27.3,,0.0,0.0,2,,ABA,5,Paul Ruffner,142,9.1,0.0,2113,C,36.3,1975-76,0.0,SSL,0.0,27.3
23,2.9,1.3,100,11.1,.562,9.1,16.3,.333,0.0,0.1,.561,9.2,16.3,.752,7.5,9.9,82,0,NBA,2214,Jeff Ruland,111,5.5,7.0,2115,C,25.8,1981-82,1.0,WSB,5.2,16.6
24,3.9,1.3,98,9.7,.552,9.8,17.7,.333,0.0,0.1,.552,9.8,17.7,.689,6.3,9.2,79,47,NBA,2862,Jeff Ruland,107,4.9,5.3,2115,C,25.9,1982-83,1.2,WSB,5.0,14.7
25,4.7,1.2,105,10.5,.582,9.6,16.4,.143,0.0,0.1,.579,9.6,16.5,.733,7.4,10.2,75,75,NBA,3082,Jeff Ruland,111,4.2,4.6,2115,C,26.6,1983-84,1.1,WSB,5.5,14.7
26,5.4,0.9,104,9.4,.572,8.3,14.6,.000,0.0,0.1,.569,8.3,14.6,.685,6.7,9.7,37,36,NBA,1436,Jeff Ruland,105,4.2,4.3,2115,C,23.3,1984-85,1.0,WSB,6.0,13.7
27,6.9,1.1,104,9.3,.559,9.2,16.5,.000,0.0,0.2,.554,9.2,16.7,.725,6.3,8.7,30,24,NBA,1114,Jeff Ruland,111,4.7,4.3,2115,PF,24.7,1985-86,1.0,WSB,5.3,13.9
28,4.3,1.7,111,6.8,.679,8.1,11.9,,0.0,0.0,.679,8.1,11.9,.750,3.8,5.1,5,2,NBA,116,Jeff Ruland,120,5.1,5.5,2115,PF,20.0,1986-87,0.0,PHI,4.3,11.9
33,1.2,1.0,109,7.6,.526,4.9,9.3,,0.0,0.0,.526,4.9,9.3,.688,2.7,3.9,13,5,NBA,209,Jeff Ruland,90,3.9,11.0,2115,C,12.5,1991-92,1.7,PHI,4.9,11.5
34,1.9,0.0,106,8.4,.455,4.7,10.3,,0.0,0.0,.455,4.7,10.3,.500,1.9,3.7,11,0,NBA,55,Jeff Ruland,86,8.4,15.0,2115,C,11.2,1992-93,1.9,DET,5.6,16.8
24,7.5,0.3,112,2.4,.469,7.2,15.4,.384,6.0,15.5,.426,13.2,30.9,.711,4.2,6.0,49,1,NBA,319,Trevor Ruffin,98,1.3,8.2,2112,PG,36.5,1994-95,2.2,PHO,7.4,3.6
25,9.0,0.1,116,3.7,.437,5.3,12.2,.366,3.5,9.5,.406,8.8,21.7,.813,5.0,6.1,61,23,NBA,1551,Trevor Ruffin,104,0.7,4.4,2112,PG,26.1,1995-96,1.4,PHI,5.0,4.4
23,2.4,1.4,104,7.3,.420,3.2,7.6,,0.0,0.0,.420,3.2,7.6,.489,2.4,4.8,71,6,NBA,975,Michael Ruffin,91,6.4,9.4,2111,PF,8.8,1999-00,1.4,CHI,3.2,13.8
24,2.4,2.3,103,9.8,.444,2.4,5.5,,0.0,0.0,.444,2.4,5.5,.506,2.4,4.7,45,16,NBA,879,Michael Ruffin,97,6.2,8.0,2111,PF,7.3,2000-01,1.8,CHI,2.8,16.0
25,1.6,2.6,98,8.9,.269,2.2,8.3,,0.0,0.0,.269,2.2,8.3,.250,0.6,2.6,15,0,NBA,169,Michael Ruffin,71,7.3,7.3,2111,PF,5.1,2001-02,1.6,PHI,3.5,16.3
27,3.1,1.6,101,9.8,.325,2.9,8.8,,0.0,0.0,.325,2.9,8.8,.421,1.2,2.9,41,23,NBA,733,Michael Ruffin,82,5.9,7.8,2111,PF,7.0,2003-04,1.7,UTA,3.2,15.7
28,2.6,1.7,106,7.1,.418,1.7,4.0,.000,0.0,0.0,.414,1.7,4.0,.433,1.2,2.7,79,7,NBA,1262,Michael Ruffin,109,6.4,7.9,2111,C,4.5,2004-05,1.8,WAS,1.8,13.5
29,1.4,1.6,105,7.7,.453,1.8,3.9,.000,0.0,0.1,.442,1.8,4.0,.500,1.9,3.8,76,4,NBA,1010,Michael Ruffin,108,6.3,9.2,2111,C,5.4,2005-06,1.7,WAS,2.0,14.0
30,1.1,1.5,112,5.1,.278,0.9,3.4,,0.0,0.0,.278,0.9,3.4,.368,1.3,3.6,30,0,NBA,271,Michael Ruffin,91,6.6,8.1,2111,PF,3.2,2006-07,1.1,WAS,2.3,11.7
31,2.0,1.6,108,8.0,.532,2.7,5.2,,0.0,0.0,.532,2.7,5.2,.397,2.1,5.2,46,2,NBA,632,Michael Ruffin,117,7.5,7.7,2111,C,7.6,2007-08,2.6,MIL,1.6,15.5
32,0.0,1.6,99,7.9,.286,3.2,11.1,,0.0,0.0,.286,3.2,11.1,1.000,3.2,3.2,11,0,NBA,35,Michael Ruffin,95,9.5,11.1,2111,PF,9.5,2008-09,4.7,POR,3.2,17.4
23,2.2,0.5,106,6.2,,,,,,,.444,3.7,8.4,.710,4.2,5.9,58,,NBA,723,John Rudd,97,4.4,6.0,2109,SF,11.6,1978-79,1.1,NYK,3.7,10.6
27,10.4,0.1,110,2.5,.468,5.6,11.9,.286,0.9,3.3,.429,6.5,15.2,.660,2.1,3.1,77,2,NBA,850,Delaney Rudd,94,0.7,4.8,2108,PG,16.0,1989-90,1.3,UTA,5.2,3.2
28,12.5,0.1,108,3.0,.478,6.2,12.9,.279,1.0,3.5,.435,7.1,16.4,.831,3.4,4.1,82,0,NBA,874,Delaney Rudd,97,0.8,5.3,2108,PG,18.7,1990-91,2.1,UTA,5.9,3.8
29,10.2,0.1,109,3.6,.454,6.0,13.2,.234,1.0,4.4,.399,7.0,17.6,.762,3.0,3.9,65,0,NBA,538,Delaney Rudd,97,1.4,6.0,2108,SG,18.0,1991-92,1.4,UTA,4.6,5.0
30,8.7,0.0,111,2.6,.240,3.1,12.8,.091,0.5,5.6,.194,3.6,18.4,.786,5.6,7.1,15,1,NBA,95,Delaney Rudd,73,2.0,3.6,2108,PG,13.3,1992-93,0.5,POR,5.6,4.6
25,12.7,0.0,109,12.7,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,3,0,NBA,4,Guy Rucker,214,0.0,12.7,2107,PF,0.0,2002-03,0.0,GSW,0.0,12.7
24,0.0,0.0,117,0.0,.500,8.3,16.5,,0.0,0.0,.500,8.3,16.5,,0.0,0.0,2,,ABA,11,Reggie Royals,107,0.0,4.1,2104,C,16.5,1974-75,0.0,SDA,0.0,0.0
22,1.5,1.3,110,9.4,.488,6.1,12.6,.286,0.1,0.2,.485,6.2,12.8,.447,2.2,5.0,66,34,NBA,1494,Clifford Rozier,100,6.6,6.4,2106,C,14.7,1994-95,1.1,GSW,2.9,15.9
23,1.6,2.1,109,7.1,.594,5.6,9.5,.000,0.0,0.1,.585,5.6,9.6,.473,1.8,3.9,59,1,NBA,723,Clifford Rozier,107,5.0,9.6,2106,C,13.1,1995-96,1.4,GSW,2.8,12.2
24,2.2,3.2,104,9.5,.459,5.7,12.4,.000,0.0,0.1,.454,5.7,12.5,.508,2.2,4.4,42,29,NBA,737,Clifford Rozier,107,7.3,7.0,2106,C,13.6,1996-97,1.7,TOT,2.1,16.8
24,0.0,0.0,121,0.0,.000,0.0,10.4,,0.0,0.0,.000,0.0,10.4,,0.0,0.0,1,0,NBA,5,Clifford Rozier,0,0.0,0.0,2106,C,0.0,1996-97,0.0,GSW,0.0,0.0
24,2.2,3.2,104,9.6,.462,5.7,12.4,.000,0.0,0.1,.457,5.7,12.5,.508,2.2,4.4,41,29,NBA,732,Clifford Rozier,107,7.4,7.0,2106,C,13.7,1996-97,1.7,TOR,2.1,16.9
25,0.0,0.0,112,5.2,.500,5.2,10.4,,0.0,0.0,.500,5.2,10.4,.000,0.0,1.7,6,0,NBA,30,Clifford Rozier,66,5.2,12.1,2106,C,10.4,1997-98,0.0,MIN,6.9,10.4
23,3.0,0.6,109,4.8,.461,8.3,17.9,.000,0.0,0.1,.459,8.3,18.0,.777,10.8,13.9,66,0,NBA,746,Donald Royal,105,4.9,7.6,2103,SF,27.3,1989-90,2.3,MIN,5.7,9.7
25,2.4,0.5,107,4.1,.449,5.6,12.4,,0.0,0.0,.449,5.6,12.4,.692,6.4,9.2,60,4,NBA,718,Donald Royal,110,4.5,5.1,2103,SF,17.5,1991-92,1.7,SAS,2.7,8.6
26,2.4,0.8,109,5.5,.500,5.9,11.8,.000,0.0,0.1,.496,5.9,11.9,.815,9.7,11.9,77,0,NBA,1636,Donald Royal,119,3.5,5.5,2103,SF,21.5,1992-93,1.1,ORL,3.4,9.0
27,2.3,0.6,108,5.7,.504,6.5,12.8,.000,0.0,0.1,.501,6.5,12.9,.740,7.4,10.0,74,0,NBA,1357,Donald Royal,116,3.5,4.5,2103,SF,20.3,1993-94,1.9,ORL,2.8,9.2
28,5.4,0.4,110,5.4,.479,5.6,11.8,.000,0.0,0.1,.475,5.6,11.9,.746,6.1,8.2,70,68,NBA,1841,Donald Royal,111,2.3,4.3,2103,SF,17.4,1994-95,1.2,ORL,3.4,7.6
29,2.3,0.8,108,5.2,.495,5.8,11.6,.000,0.0,0.1,.491,5.8,11.7,.762,6.8,8.9,64,7,NBA,963,Donald Royal,114,3.1,5.3,2103,SF,18.3,1995-96,1.6,ORL,2.8,8.3
30,1.5,0.7,111,6.3,.431,3.8,8.9,.000,0.0,0.1,.425,3.8,9.0,.803,5.8,7.2,62,4,NBA,858,Donald Royal,106,3.2,6.2,2103,SF,13.5,1996-97,1.4,TOT,2.9,9.5
30,1.9,0.0,116,0.0,.400,7.5,18.7,,0.0,0.0,.400,7.5,18.7,1.000,7.5,7.5,1,1,NBA,29,Donald Royal,91,1.9,5.6,2103,SF,22.5,1996-97,0.0,ORL,5.6,1.9
30,1.4,0.9,113,6.4,.394,3.8,9.6,.000,0.0,0.2,.385,3.8,9.8,.795,6.4,8.0,36,1,NBA,509,Donald Royal,109,3.4,5.6,2103,SF,14.0,1996-97,1.1,GSW,2.3,9.7
30,1.7,0.3,108,6.8,.525,3.6,6.8,,0.0,0.0,.525,3.6,6.8,.800,4.7,5.9,25,2,NBA,320,Donald Royal,104,3.0,7.1,2103,SF,11.9,1996-97,2.0,CHH,3.7,9.8
31,2.8,0.2,109,3.8,.362,4.2,11.5,,0.0,0.0,.362,4.2,11.5,.879,4.8,5.5,31,5,NBA,323,Donald Royal,107,3.0,5.8,2103,SF,13.1,1997-98,1.2,TOT,1.7,6.8
31,3.1,0.0,102,6.1,.167,3.1,18.4,,0.0,0.0,.167,3.1,18.4,.750,9.2,12.2,2,0,NBA,18,Donald Royal,65,6.1,15.3,2103,SF,15.3,1997-98,3.1,ORL,9.2,12.2
31,2.8,0.2,109,3.7,.381,4.2,11.1,,0.0,0.0,.381,4.2,11.1,.897,4.6,5.1,29,5,NBA,305,Donald Royal,112,2.8,5.3,2103,SF,13.0,1997-98,1.1,CHH,1.2,6.5
22,3.1,0.0,101,12.2,.000,0.0,18.4,,0.0,0.0,.000,0.0,18.4,1.000,18.4,18.4,4,0,NBA,16,Brian Rowsom,85,3.1,9.2,2101,PF,18.4,1987-88,3.1,IND,3.1,15.3
23,2.2,1.1,112,7.5,.491,7.3,14.9,1.000,0.1,0.1,.494,7.4,15.0,.802,6.0,7.5,34,0,NBA,517,Brian Rowsom,121,5.2,6.4,2101,PF,20.9,1988-89,0.9,CHH,1.7,12.7
24,1.9,1.0,109,7.6,.435,6.7,15.5,.500,0.1,0.2,.436,6.8,15.7,.819,6.0,7.3,44,2,NBA,559,Brian Rowsom,107,3.9,5.1,2101,PF,19.7,1989-90,1.6,CHH,2.2,11.5
22,6.2,0.3,111,5.2,.475,7.9,16.7,.377,1.5,3.9,.456,9.4,20.6,.838,5.4,6.5,57,55,NBA,2015,Brandon Roy,112,1.6,3.7,2102,SG,25.8,2006-07,1.8,POR,3.1,6.7
23,8.4,0.3,110,5.2,.480,9.0,18.7,.340,1.4,4.2,.454,10.4,22.9,.753,5.5,7.3,74,74,NBA,2792,Brandon Roy,113,1.6,2.9,2102,SG,27.7,2007-08,1.5,POR,2.7,6.8
24,7.6,0.4,109,5.1,.501,10.5,21.0,.377,1.6,4.2,.480,12.1,25.2,.824,7.9,9.6,78,78,NBA,2903,Brandon Roy,123,2.0,2.4,2102,SG,33.7,2008-09,1.7,POR,2.9,7.1
25,6.9,0.4,109,4.8,.512,9.5,18.5,.330,1.7,5.0,.473,11.1,23.5,.780,7.8,10.0,65,65,NBA,2419,Brandon Roy,117,1.7,3.1,2102,SG,31.6,2009-10,1.4,POR,2.9,6.4
26,5.4,0.5,110,3.9,.418,7.1,17.0,.333,1.6,4.8,.400,8.7,21.8,.848,4.9,5.8,47,23,NBA,1310,Brandon Roy,105,1.2,3.2,2102,SG,23.9,2010-11,1.5,POR,2.3,5.0
28,9.7,0.0,109,4.7,.423,4.7,11.0,.000,0.0,3.8,.314,4.7,14.8,.700,3.0,4.2,5,5,NBA,122,Brandon Roy,88,1.3,2.1,2102,SG,12.3,2012-13,1.3,MIN,3.0,5.9
26,5.2,0.0,108,5.2,.333,5.2,15.7,,0.0,0.0,.333,5.2,15.7,.500,5.2,10.4,2,0,NBA,9,Derrick Rowland,99,0.0,5.2,2100,SG,15.7,1985-86,0.0,MIL,0.0,5.2
28,0.0,0.0,107,13.2,.250,3.3,13.2,,0.0,0.0,.250,3.3,13.2,.833,16.5,19.8,9,0,NBA,15,Jim Rowinski,130,3.3,0.0,2099,PF-C,23.1,1988-89,0.0,TOT,0.0,16.5
28,0.0,0.0,104,12.6,.000,0.0,12.6,,0.0,0.0,.000,0.0,12.6,1.000,25.1,25.1,6,0,NBA,8,Jim Rowinski,135,0.0,0.0,2099,PF,25.1,1988-89,0.0,DET,0.0,12.6
28,0.0,0.0,111,13.9,.500,7.0,13.9,,0.0,0.0,.500,7.0,13.9,.500,7.0,13.9,3,0,NBA,7,Jim Rowinski,124,7.0,0.0,2099,C,20.9,1988-89,0.0,PHI,0.0,20.9
29,2.1,0.8,112,5.1,.438,5.9,13.6,,0.0,0.0,.438,5.9,13.6,.846,9.3,11.0,14,0,NBA,112,Jim Rowinski,112,7.2,8.1,2099,PF,21.2,1989-90,0.4,MIA,4.2,12.3
24,2.5,0.6,96,6.3,,,,,,,.494,6.9,13.9,.698,2.1,3.0,82,,NBA,2499,Curtis Rowe,,3.0,3.2,2098,PF,15.8,1973-74,0.9,DET,,9.3
25,2.1,0.8,101,7.0,,,,,,,.483,7.2,15.0,.753,2.9,3.9,82,,NBA,2787,Curtis Rowe,,3.0,3.3,2098,PF,17.4,1974-75,0.9,DET,,10.0
26,2.8,0.7,102,7.1,,,,,,,.468,7.8,16.7,.737,3.8,5.2,80,,NBA,2998,Curtis Rowe,,3.5,3.2,2098,PF,19.5,1975-76,0.7,DET,,10.6
27,2.2,1.0,99,7.6,,,,,,,.498,6.4,12.9,.708,3.5,4.9,79,,NBA,2190,Curtis Rowe,,3.8,4.4,2098,PF,16.3,1976-77,0.5,BOS,,11.5
28,2.2,0.4,103,6.4,,,,,,,.451,6.1,13.6,.742,3.3,4.4,51,,NBA,911,Curtis Rowe,94,3.7,4.7,2098,PF,15.5,1977-78,0.7,BOS,3.8,10.1
29,2.5,0.5,108,6.0,,,,,,,.436,5.6,12.8,.693,1.9,2.8,53,,NBA,1222,Curtis Rowe,91,2.9,3.9,2098,PF,13.1,1978-79,0.6,BOS,3.2,8.9
24,2.9,0.0,94,0.0,.375,8.6,22.9,1.000,2.9,2.9,.444,11.4,25.7,.750,8.6,11.4,7,0,NBA,16,Ron Rowan,94,2.9,2.9,2097,SG,34.3,1986-87,11.4,POR,8.6,2.9
